"TIPO_REG","U_DPTO","U_MPIO","UA_CLASE","COD_ENCUESTAS","U_VIVIENDA","H_NROHOG","H_NRO_CUARTOS","H_NRO_DORMIT","H_DONDE_PREPALIM","H_AGUA_COCIN","HA_NRO_FALL","HA_TOT_PER"
2,"05","001",1,4153440,28,1,4,3,1,1,NA,3
2,"05","001",1,4153443,1,1,3,2,1,1,NA,4
2,"05","001",1,4153445,1,1,4,2,1,1,NA,3
2,"05","001",1,4153449,97,1,3,2,1,1,NA,2
2,"05","001",1,4153452,26,1,4,3,1,1,NA,3
2,"05","001",1,4153454,3,1,2,1,1,1,NA,1
2,"05","001",1,4153455,2,1,2,2,1,1,NA,2
2,"05","001",1,4153457,98,1,4,1,1,1,NA,1
2,"05","001",1,4153460,2,1,7,6,1,1,NA,4
2,"05","001",1,4153461,37,1,4,3,1,1,NA,3
2,"05","001",1,4153463,8,1,3,2,1,1,NA,2
2,"05","001",1,4153464,1,1,5,3,1,1,NA,3
2,"05","001",1,4153472,28,1,3,2,3,1,NA,3
2,"05","001",1,4153474,36,1,4,2,1,1,NA,3
2,"05","001",1,4153476,2,1,4,3,1,1,NA,3
2,"05","001",1,4153479,94,1,4,3,1,1,NA,5
2,"05","001",1,4153480,1,1,4,2,1,1,NA,2
2,"05","001",1,4153487,3,1,5,4,1,1,NA,5
2,"05","001",1,4153488,1,1,5,2,1,1,NA,2
2,"05","001",1,4153490,16,1,3,2,1,1,NA,2
2,"05","001",1,4153491,46,1,4,3,1,1,NA,4
2,"05","001",1,4153493,45,1,4,1,1,1,NA,2
2,"05","001",1,4153496,1,1,3,2,1,1,NA,4
2,"05","001",1,4153500,14,1,3,2,1,1,NA,4
2,"05","001",1,4153504,1,1,5,4,1,1,NA,4
2,"05","001",1,4153506,101,1,3,2,1,1,NA,2
2,"05","001",1,4153511,1,1,2,2,1,1,NA,3
2,"05","001",1,4153513,48,1,4,3,1,1,NA,3
2,"05","001",1,4153515,31,1,4,3,1,1,NA,4
2,"05","001",1,4153516,2,1,5,4,1,1,NA,4
2,"05","001",1,4153519,1,1,4,3,1,1,NA,4
2,"05","001",1,4153521,47,1,4,2,1,1,NA,3
2,"05","001",1,4153526,4,1,2,1,1,1,NA,2
2,"05","001",1,4153528,3,1,3,2,1,1,NA,2
2,"05","001",1,4153530,49,1,4,1,1,1,NA,1
2,"05","001",1,4153532,1,1,1,1,1,1,NA,3
2,"05","001",1,4153535,50,1,4,2,1,1,NA,2
2,"05","001",1,4153537,1,1,4,3,1,1,NA,2
